,amount_3month,max_amount_3month,min_amount_3month,distinct_payment_code_3month,count_payment_code_3month,distinct_trans_group_3month,distinct_ref_no_3month,id,churn,age,sex_FEMALE,sex_MALE,marital_status_Married,marital_status_Other,marital_status_Single
73620,5.31e-06,2e-05,5.92e-07,2,8,3,14,1244662154,1,39.0,0,1,1,0,0
73621,3.58e-05,0.00034,1.18e-06,1,10,3,24,1933616745,1,47.0,0,1,1,0,0
73623,0.0,0.0,0.0,0,0,1,1,1178515758,1,19.0,1,0,0,0,1
73626,3.81e-05,0.0001252,1.18e-06,1,12,3,36,328810318,0,28.0,1,0,0,0,1
73627,0.0,0.0,0.0,0,0,1,1,1299839900,1,18.0,1,0,0,0,1
73628,2.76e-06,4e-05,1.18e-06,1,5,2,6,807468049,1,19.0,0,1,0,0,1
73629,7.48e-05,0.0005,2.37e-06,0,0,3,7,333501395,0,31.0,0,1,1,0,0
73630,6.52e-05,0.00024,1.18e-05,2,6,3,19,1151382240,0,34.0,0,1,1,0,0
73632,8.94e-07,4e-06,2.96e-06,1,6,2,7,1303210631,0,28.0,0,1,0,0,1
73633,2.98e-05,6e-05,5.92e-06,0,0,2,20,1099002723,0,46.0,0,1,1,0,0
73635,1.1e-05,0.000122925,5.92e-07,1,9,2,11,1894213454,0,26.0,1,0,1,0,0
73636,1.39e-05,0.00012,7.65e-06,2,4,3,11,7644475,0,32.0,0,1,1,0,0
73637,0.0,0.0,0.0,0,0,1,1,1996911076,1,20.0,1,0,0,0,1
73639,0.0,0.0,0.0,0,0,1,2,1428843255,1,29.0,1,0,0,0,1
73640,0.0,0.0,0.0,0,0,1,1,1929950184,1,42.0,0,1,0,0,1
73642,3e-06,1.3e-05,2.96e-06,1,5,4,12,790821365,0,28.0,1,0,0,0,1
73643,3.94e-08,6e-07,1.77e-06,1,1,2,6,1852746593,1,26.0,0,1,0,0,1
73646,5.46e-05,0.00016,1.77e-06,1,6,3,44,1715138092,0,29.0,1,0,0,0,1
73647,5.99e-05,0.00064,2.96e-06,2,6,5,18,1071502651,0,36.0,0,1,0,0,1
73649,5.54e-05,0.0003,5.92e-07,1,11,3,30,888011027,0,47.0,0,1,1,0,0
73650,5.67e-06,3.3e-05,1.18e-06,1,4,2,10,1126596064,1,26.0,0,1,0,0,1
73652,1.18e-07,1e-06,1.18e-06,1,3,1,3,1623408414,0,19.0,1,0,0,0,1
73657,3.39e-05,9.2e-05,5.92e-06,1,1,2,15,217993340,0,26.0,0,1,0,0,1
73659,4.67e-07,2e-06,1.18e-06,1,10,3,12,1607543283,0,31.0,0,1,0,0,1
73664,7.5e-05,0.0006,5.92e-07,1,8,3,22,826399296,0,36.0,1,0,1,0,0
73667,0.0,0.0,0.0,0,0,1,2,1843384057,1,24.0,0,1,0,0,1
73668,0.0,0.0,0.0,0,0,1,1,1535595359,1,31.0,1,0,0,0,1
73669,2.46e-06,1.4e-05,5.92e-07,1,4,3,11,1783948607,1,18.0,0,1,0,0,1
73670,2.46e-05,9e-05,1.18e-06,1,5,2,15,835297178,0,33.0,0,1,0,0,1
73675,5.4e-05,0.00012,2.96e-06,1,1,5,48,283515875,0,38.0,0,1,1,0,0
73676,0.0,0.0,0.0,0,0,1,1,1002240581,1,25.0,1,0,0,0,1
73677,0.0,0.0,0.0,0,0,1,1,1785405487,1,20.0,0,1,0,0,1
73679,1.31e-07,2e-06,5.92e-06,0,0,1,1,594526373,0,18.0,0,1,0,0,1
73680,1.79e-05,0.00018,2.96e-06,1,5,2,8,902431916,0,35.0,0,1,1,0,0
73681,1.27e-05,8.8e-05,2.96e-06,2,4,3,12,568448624,0,45.0,0,1,1,0,0
73682,3.5e-05,0.0001,5.92e-07,0,0,2,14,1819069360,0,22.0,0,1,0,0,1
73685,9.05e-05,0.0004,2.96e-06,0,0,1,16,1263587859,0,25.0,1,0,1,0,0
73688,7.16e-05,0.000284,6.64e-06,2,5,2,20,1096676574,1,50.0,1,0,0,0,1
73689,6.97e-07,8e-06,1.77e-06,1,3,2,4,1163444589,1,30.0,0,1,1,0,0
73691,1.74e-05,6e-05,3.29e-06,1,2,2,10,726251514,0,55.0,0,1,1,0,0
73692,0.0,0.0,0.0,0,0,1,4,354507225,1,30.0,0,1,0,0,1
73693,6.35e-06,4.1e-05,8.01e-06,0,0,3,7,886400562,0,28.0,1,0,1,0,0
73696,1.24e-06,1.6e-05,8.28e-06,0,0,1,2,591004051,1,25.0,0,1,0,0,1
73697,1.31e-08,2e-07,5.92e-07,1,1,2,2,1824455001,1,27.0,0,1,0,0,1
73699,2.64e-06,4e-05,5.92e-07,1,1,2,2,770024751,1,36.0,0,1,1,0,0
73700,0.0,0.0,0.0,0,0,1,1,571686758,1,34.0,0,1,0,0,1
73703,8.36e-06,2e-05,2.96e-06,0,0,1,15,970414051,0,27.0,1,0,0,0,1
73704,4.21e-05,0.0006,1.18e-06,0,0,1,3,1720642145,0,34.0,0,1,1,0,0
73705,3.63e-05,0.0002,1.18e-05,1,1,3,10,814062884,0,45.0,0,1,1,0,0
73706,1.44e-05,4e-05,5.92e-06,2,2,3,16,601297914,0,31.0,0,1,0,0,1
73707,4.77e-05,0.00014,1.18e-06,0,0,2,46,799043513,0,23.0,0,1,0,0,1
73708,2.37e-05,0.00014,2.96e-06,1,4,2,9,660099115,0,24.0,0,1,0,0,1
73709,6.04e-06,7.34e-05,1.18e-06,1,1,2,6,1723080690,1,22.0,1,0,0,0,1
73710,6.57e-08,1e-06,2.96e-06,0,0,1,1,818166255,0,49.0,0,1,1,0,0
73713,6.57e-08,1e-06,2.96e-06,1,1,1,1,35712788,0,44.0,0,1,1,0,0
73719,5.58e-05,0.0002688,5.92e-06,1,4,3,41,1179309078,0,39.0,0,1,1,0,0
73720,3.94e-08,6e-07,1.77e-06,1,1,2,3,707983473,1,17.0,1,0,0,0,1
73721,2.56e-05,3.6e-05,1.18e-06,1,2,4,20,322772138,1,29.0,1,0,0,0,1
73722,4.17e-05,0.000154,2.96e-06,1,4,3,19,1864091660,0,27.0,0,1,0,0,1
73725,2.63e-08,4e-07,1.18e-06,1,1,1,1,145255003,1,19.0,0,1,0,0,1
73726,2.63e-08,4e-07,1.18e-06,1,1,2,8,56777139,0,28.0,0,1,0,0,1
73727,7.68e-05,0.0002,1.18e-06,1,5,3,19,1497909757,0,53.0,0,1,1,0,0
73729,3.94e-08,6e-07,1.77e-06,1,1,2,2,1900010942,1,54.0,0,1,0,0,1
73730,0.0,0.0,0.0,0,0,1,1,771593342,1,20.0,0,1,0,0,1
73731,6.57e-08,1e-06,2.96e-06,1,1,1,1,1176173468,1,36.0,1,0,1,0,0
73733,0.0,0.0,0.0,0,0,1,1,546038815,1,24.0,1,0,0,0,1
73736,3.06e-05,0.000198,1.18e-06,0,0,1,5,879573741,0,36.0,0,1,1,0,0
73737,0.0,0.0,0.0,0,0,1,1,45354767,1,31.0,0,1,0,0,1
73738,2.7e-05,0.0002038,5.92e-06,1,1,2,8,1089657519,0,44.0,0,1,1,0,0
73741,2.1e-07,2e-06,5.92e-07,1,3,1,3,1073399901,1,21.0,0,1,0,0,1
73742,4.08e-05,0.0004,1.18e-06,1,2,3,15,1978436872,0,27.0,0,1,0,0,1
73743,5.23e-06,3.6e-05,5.92e-07,2,4,3,10,966958632,0,26.0,1,0,0,0,1
73744,2.5e-05,0.0002,5.92e-06,1,1,3,12,299129704,1,27.0,0,1,0,0,1
73745,6.39e-05,0.0003,2.96e-06,1,3,3,32,1462641261,0,30.0,1,0,0,0,1
73746,6.82e-06,1.4e-05,2.96e-06,1,3,2,18,496972177,0,44.0,0,1,1,0,0
73749,0.0,0.0,0.0,0,0,1,1,922975218,1,29.0,1,0,0,0,1
73750,2.13e-05,9.76e-05,1.18e-06,2,12,3,25,377890124,0,22.0,0,1,0,0,1
73752,7.12e-05,0.00048,5.92e-07,1,4,3,23,1366003749,0,28.0,0,1,0,0,1
73754,0.000151855,0.0003,3.55e-06,0,0,2,51,1848813153,0,24.0,0,1,0,0,1
73757,3.68e-07,4e-06,1.77e-06,1,2,3,4,1065778153,0,36.0,0,1,0,0,1
73760,1.96e-05,0.00012,5.92e-07,1,4,3,16,1321394248,0,22.0,0,1,0,0,1
73761,4.07e-05,6.8e-05,1.18e-06,2,2,3,56,1673825805,0,25.0,0,1,1,0,0
73763,3.81e-05,8e-05,5.92e-07,1,8,3,37,540260027,0,24.0,0,1,0,0,1
73766,2.09e-05,0.00014,1.18e-06,2,6,3,18,1559958563,0,31.0,0,1,1,0,0
73767,0.0,0.0,0.0,0,0,1,1,767781139,1,21.0,1,0,0,0,1
73769,9.32e-07,5.4e-06,5.92e-06,0,0,2,10,999022705,0,21.0,1,0,0,0,1
73775,8.07e-05,0.000626,1.18e-05,1,1,3,15,527441169,0,43.0,0,1,1,0,0
73779,0.0,0.0,0.0,0,0,1,1,998538718,1,23.0,0,1,0,0,1
73780,0.0,0.0,0.0,0,0,1,1,1267129965,1,25.0,1,0,0,0,1
73781,7.07e-05,0.00021826,5.92e-07,1,11,4,46,324940932,0,24.0,1,0,0,0,1
73783,5.36e-05,0.0004,2.96e-06,2,4,3,15,682125428,0,50.0,0,1,1,0,0
73786,1.1e-05,5e-05,2.96e-06,1,1,2,6,654299467,1,40.0,1,0,1,0,0
73787,4.02e-05,0.00019,2.96e-06,1,2,2,10,641176588,0,41.0,0,1,0,0,1
73789,7.65e-05,0.0006,5.26e-06,0,0,3,20,1156605925,0,29.0,1,0,0,0,1
73790,0.0,0.0,0.0,0,0,1,1,13988171,1,36.0,0,1,0,0,1
73792,0.000137282,0.000451408,1.18e-05,0,0,3,23,1108247718,0,47.0,1,0,1,0,0
73793,1.18e-05,4e-05,5.92e-07,2,9,2,18,417933385,0,31.0,1,0,0,0,1
73796,0.000100017,0.0002684,1.18e-06,1,7,3,25,172955076,0,34.0,0,1,0,0,1
73797,7.09e-05,0.000432,2.96e-06,1,5,3,35,350071052,0,29.0,0,1,0,0,1
73802,4.69e-05,0.000302896,5.97e-06,0,0,2,7,1054573552,0,25.0,1,0,1,0,0
73803,2.19e-06,2e-05,5.32e-06,2,3,2,4,1884396375,0,30.0,0,1,1,0,0
73805,0.000164761,0.000625817,5.92e-06,1,1,3,30,696351098,0,29.0,0,1,0,0,1
73806,0.0,0.0,0.0,0,0,1,2,196905656,1,31.0,1,0,1,0,0
73808,0.0,0.0,0.0,0,0,1,1,519766802,1,25.0,1,0,0,0,1
73809,0.000141713,0.0004,2.96e-06,1,4,3,29,628202906,0,29.0,0,1,1,0,0
73811,4.05e-05,0.0002,5.92e-06,1,3,2,14,9498207,0,22.0,0,1,0,0,1
73812,2.7e-05,0.0001246,2.96e-06,1,1,2,14,900764706,0,23.0,0,1,0,0,1
73813,0.0,0.0,0.0,0,0,1,2,837645858,1,18.0,1,0,0,0,1
73814,6.56e-05,0.0002,3.31e-06,0,0,2,45,1573360985,0,26.0,0,1,0,0,1
73816,0.0,0.0,0.0,0,0,1,1,164108148,1,18.0,1,0,0,0,1
73819,6.82e-05,8.33e-05,5.92e-07,1,2,3,55,924513697,0,26.0,0,1,0,0,1
73822,3.21e-05,8.8e-05,4.73e-06,0,0,3,23,420297654,0,26.0,0,1,1,0,0
73824,0.0,0.0,0.0,0,0,1,1,469598946,1,54.0,0,1,1,0,0
73825,0.00010936,0.000292,2.96e-06,2,7,3,41,1795463035,0,40.0,0,1,1,0,0
73826,0.000147504,0.00066,5.92e-07,0,0,4,26,296307858,0,33.0,0,1,1,0,0
73828,0.0,0.0,0.0,0,0,1,1,1935330421,1,19.0,0,1,0,0,1
73830,3.94e-07,2e-06,2.96e-06,1,3,2,4,144218170,1,30.0,0,1,0,0,1
73832,0.0,0.0,0.0,0,0,1,1,507119507,1,39.0,0,1,0,0,1
73834,0.0,0.0,0.0,0,0,1,2,1878625037,1,22.0,0,1,0,0,1
73835,2.63e-08,4e-07,1.18e-06,1,1,2,3,1874284228,1,22.0,0,1,0,0,1
73838,0.0,0.0,0.0,0,0,1,2,1159341211,1,19.0,0,1,0,0,1
73840,6.57e-08,1e-06,2.96e-06,0,0,2,2,237918569,0,40.0,1,0,1,0,0
73842,7.3e-06,0.0001,2.9e-06,0,0,2,6,1999612315,0,34.0,0,1,0,0,1
73844,9.71e-05,0.0002,2.66e-06,1,6,4,55,876881334,1,27.0,0,1,0,0,1
73848,0.0,0.0,0.0,0,0,1,6,981389929,1,23.0,0,1,0,0,1
73851,3.18e-06,2.2e-05,1.18e-06,1,1,3,5,387082619,0,23.0,0,1,0,0,1
73852,2.6e-05,0.00012,1.18e-06,1,5,2,16,123024290,0,38.0,0,1,1,0,0
73853,1.33e-05,0.0001,5.92e-06,1,1,2,3,1498549726,1,28.0,0,1,0,0,1
73854,1.71e-05,9.84e-05,1.48e-06,1,3,3,27,289381701,0,27.0,1,0,0,0,1
73856,7.89e-07,2e-06,5.92e-06,1,6,1,6,1355046124,1,55.0,0,1,1,0,0
73857,6.59e-05,0.0003,1.18e-06,1,1,3,15,1430783819,0,25.0,1,0,1,0,0
73859,3.88e-06,2.9e-05,2.96e-06,1,2,2,5,1175037393,0,31.0,0,1,0,0,1
73860,3.41e-05,0.000124,1.18e-06,2,3,2,14,615439606,0,35.0,0,1,0,0,1
73861,0.0,0.0,0.0,0,0,1,1,603518548,1,27.0,0,1,0,0,1
73862,1.05e-07,1.6e-06,4.73e-06,0,0,1,1,1119631302,1,19.0,0,1,0,0,1
73864,0.0,0.0,0.0,0,0,1,1,666736916,1,25.0,0,1,0,0,1
73867,0.000106223,0.0007,5.92e-07,1,11,3,19,1476592934,0,30.0,0,1,1,0,0
73868,1.45e-06,1.1e-05,2.96e-06,0,0,2,8,1722128905,1,24.0,0,1,0,0,1
73872,2.76e-05,7e-05,5.92e-07,2,11,2,31,1730894724,0,26.0,1,0,1,0,0
73875,7.9e-05,0.0004,2.96e-06,1,8,4,26,1254052495,0,34.0,0,1,0,0,1
73877,0.0,0.0,0.0,0,0,1,1,1513442040,1,22.0,0,1,0,0,1
73878,3.44e-05,9e-05,5.92e-06,1,3,3,17,309214378,0,39.0,0,1,1,0,0
73881,0.0,0.0,0.0,0,0,1,3,1167938187,1,39.0,0,1,1,0,0
73882,4.01e-05,0.0002,1.18e-06,1,12,4,28,281467702,0,34.0,1,0,0,0,1
73883,1.65e-05,6e-05,5.92e-07,2,8,3,20,529869330,0,48.0,0,1,0,0,1
73884,0.000134035,0.0006,1.77e-06,1,11,3,28,1240595165,0,33.0,1,0,1,0,0
73886,3.02e-07,4.6e-06,1.36e-05,0,0,2,2,1401806289,0,28.0,0,1,1,0,0
73887,1.05e-05,2.8e-05,3.55e-06,0,0,2,30,74441132,0,29.0,1,0,0,0,1
73888,0.0,0.0,0.0,0,0,1,2,1161647791,1,50.0,0,1,1,0,0
73889,4.42e-06,3.25e-05,5.92e-07,1,1,3,12,1072214152,0,21.0,1,0,0,0,1
73890,0.0,0.0,0.0,0,0,1,1,1131758022,1,19.0,0,1,0,0,1
73891,0.0,0.0,0.0,0,0,1,1,1748607425,1,23.0,1,0,0,0,1
73892,0.000135846,0.00022868,5.92e-06,1,1,3,30,192946021,0,37.0,0,1,1,0,0
73893,4e-05,4e-05,5.92e-07,1,3,3,51,1394824261,0,22.0,0,1,0,0,1
73894,3.43e-06,2e-05,1.18e-06,1,7,2,11,741965972,0,23.0,0,1,0,0,1
73895,3.85e-06,5.5e-05,5.92e-07,1,4,3,6,601103098,1,27.0,0,1,0,0,1
73896,2.76e-06,2.4e-05,5.92e-07,1,11,2,14,1310575133,1,23.0,1,0,0,0,1
73901,3.94e-08,6e-07,1.77e-06,1,1,1,1,1502202131,0,31.0,0,1,0,0,1
73902,1.07e-05,0.0001,6.13e-06,0,0,1,4,592774276,0,27.0,1,0,0,0,1
73903,7.49e-05,0.00062,5.92e-06,1,2,3,21,490139022,1,29.0,1,0,1,0,0
73904,1.03e-05,1.08e-05,5.92e-07,1,5,3,28,188225914,0,29.0,0,1,0,0,1
73906,5.21e-05,0.000127,9.47e-06,0,0,1,18,370776279,0,43.0,1,0,0,0,1
73907,3.13e-06,1.4e-05,5.92e-06,0,0,2,10,1200547622,0,27.0,1,0,0,0,1
73908,1.1e-06,1.42e-05,7.69e-06,0,0,2,3,244574459,1,36.0,1,0,1,0,0
73909,0.000213759,0.0004085,1.18e-05,0,0,2,21,986983485,0,36.0,0,1,1,0,0
73910,9.4e-06,3.6e-05,2.96e-06,1,7,2,15,433064443,0,23.0,0,1,0,0,1
73911,9.36e-05,0.00054,5.92e-06,0,0,1,11,1178323693,0,26.0,0,1,0,0,1
73912,4.53e-05,0.0002,2.96e-06,1,2,2,15,82692122,0,31.0,0,1,1,0,0
73914,2.84e-05,0.00016,5.92e-06,0,0,1,6,712970772,0,48.0,0,1,1,0,0
73915,0.00012058,0.0003,2.96e-06,2,5,3,38,346710185,0,40.0,0,1,1,0,0
73917,0.0,0.0,0.0,0,0,1,3,540194543,1,36.0,0,1,0,0,1
73918,0.0,0.0,0.0,0,0,1,1,1403224262,1,19.0,0,1,0,0,1
73919,0.0,0.0,0.0,0,0,1,2,1760156366,1,23.0,0,1,0,0,1
73922,3.72e-05,0.0001,5.92e-07,1,6,3,20,1334212693,0,36.0,0,1,1,0,0
73926,1.21e-05,0.0001,2.96e-06,1,3,2,7,677844220,0,32.0,0,1,1,0,0
73927,0.0,0.0,0.0,0,0,1,1,1967167968,1,39.0,0,1,0,0,1
73928,1.72e-05,8e-05,5.92e-07,1,4,3,15,1470553139,0,25.0,0,1,1,0,0
73929,0.0,0.0,0.0,0,0,1,1,1913362975,1,21.0,0,1,0,0,1
73930,1.93e-05,5.1e-05,1.18e-06,2,11,3,30,683639327,0,28.0,0,1,1,0,0
73931,0.0,0.0,0.0,0,0,1,1,886652519,1,21.0,0,1,0,0,1
73932,3.49e-05,0.00012,1.18e-06,2,6,3,27,1132064227,0,29.0,0,1,0,0,1
73935,0.0,0.0,0.0,0,0,1,1,1143684282,1,17.0,0,1,0,0,1
73938,6.03e-05,0.0001,2.96e-06,1,5,3,47,1670600850,0,32.0,1,0,1,0,0
73939,2.3e-05,8.29e-05,1.77e-06,2,9,3,27,156953268,0,23.0,0,1,0,0,1
73940,0.0,0.0,0.0,0,0,1,1,508713283,1,18.0,1,0,0,0,1
73941,4.56e-05,0.0001366,1.77e-06,0,0,1,32,445653495,0,27.0,0,1,0,0,1
73943,3.34e-05,0.00022,5.92e-06,1,2,3,10,1156545783,0,35.0,0,1,1,0,0
73945,0.0,0.0,0.0,0,0,1,1,62408608,1,20.0,0,1,0,0,1
73946,4.46e-05,0.0005,2.96e-06,0,0,2,14,1788217291,1,28.0,0,1,1,0,0
73948,0.0,0.0,0.0,0,0,1,2,161910719,1,24.0,0,1,0,0,1
73949,7.63e-08,1e-06,4.73e-07,2,2,1,2,1743611082,1,32.0,1,0,1,0,0
73950,3.94e-08,6e-07,1.77e-06,1,1,2,2,760286513,1,26.0,0,1,0,0,1
73951,0.0,0.0,0.0,0,0,1,1,885112264,1,29.0,0,1,0,0,1
73952,1.28e-05,7e-05,1.18e-06,1,5,2,14,569207846,1,27.0,1,0,0,0,1
73953,4.93e-06,6e-05,5.92e-07,1,11,2,12,1005596021,0,31.0,0,1,0,0,1
73954,7.89e-08,1e-06,5.92e-07,1,2,1,2,1133187234,1,22.0,0,1,0,0,1
73955,0.0,0.0,0.0,0,0,1,1,1726302519,1,25.0,1,0,0,0,1
73956,0.000179258,0.00044,1.77e-06,1,2,4,24,281568486,0,56.0,0,1,1,0,0
73957,0.0,0.0,0.0,0,0,1,1,98862925,1,29.0,0,1,0,0,1
73959,0.000189007,0.000475012,1.18e-06,2,8,3,61,1169530862,0,26.0,0,1,0,0,1
73961,1.31e-07,2e-06,5.92e-06,0,0,1,1,1768197873,1,20.0,1,0,0,0,1
73963,0.0,0.0,0.0,0,0,1,1,942511734,1,26.0,0,1,0,0,1
73965,3.8e-05,0.00041,1.18e-05,0,0,1,5,1284767868,1,25.0,0,1,0,0,1
73966,2.81e-05,6.8e-05,1.54e-06,0,0,3,61,137896847,0,21.0,1,0,0,0,1
73970,7.14e-06,1.6e-05,5.92e-07,1,5,4,23,275106835,0,20.0,1,0,0,0,1
73972,1.18e-07,6e-07,5.92e-07,1,2,2,4,1031785713,1,25.0,0,1,1,0,0
73973,1.35e-08,2.06e-07,6.09e-07,1,1,2,2,1699813878,1,28.0,0,1,0,0,1
73974,5.65e-05,0.0003,5.92e-06,1,5,3,13,236668789,0,45.0,0,1,1,0,0
73978,1.62e-05,8.4e-05,5.92e-06,0,0,1,9,1012397747,0,40.0,0,1,0,0,1
73980,0.0,0.0,0.0,0,0,1,1,1896116206,1,19.0,0,1,0,0,1
73981,6.03e-06,2.8e-05,2.96e-06,0,0,2,13,1152244038,1,25.0,1,0,1,0,0
73982,5.88e-05,0.00014,5.92e-06,1,2,3,39,369776044,0,31.0,0,1,0,0,1
73983,2.74e-06,3.96e-05,1.18e-06,1,5,2,6,921431170,0,24.0,1,0,0,0,1
73985,4.05e-06,3.6e-05,5.92e-07,2,11,3,15,1467972238,1,36.0,0,1,1,0,0
73987,0.0,0.0,0.0,0,0,1,1,1770961534,1,19.0,1,0,0,0,1
73990,1.11e-05,4e-05,5.92e-06,2,8,3,17,1241995324,0,31.0,0,1,1,0,0
73991,1.31e-07,2e-06,5.92e-06,0,0,2,2,1471638296,0,46.0,0,1,1,0,0
73993,0.000100138,0.0006,1.18e-05,1,2,3,23,1173566261,0,43.0,0,1,1,0,0
73994,0.0,0.0,0.0,0,0,1,1,1002001136,1,17.0,0,1,0,0,1
73996,5.15e-06,4.1e-05,5.92e-07,1,2,3,6,152050003,1,30.0,0,1,1,0,0
73998,2.3e-05,0.0001,5.92e-07,1,9,3,20,1990693989,0,38.0,0,1,1,0,0
73999,1.31e-07,2e-06,5.92e-06,0,0,1,1,491390580,1,22.0,1,0,0,0,1
74000,0.0,0.0,0.0,0,0,1,1,1583980680,1,34.0,0,1,0,0,1
74001,0.0,0.0,0.0,0,0,1,1,1398525658,1,51.0,1,0,0,0,1
74003,1.81e-05,7.6e-05,5.92e-07,1,9,3,20,255579078,0,20.0,0,1,0,0,1
74005,5.48e-05,0.00014,5.92e-07,1,1,3,43,1116716206,0,27.0,1,0,0,0,1
74007,2.94e-05,0.00014144,2.96e-06,2,10,3,18,1718189955,0,31.0,0,1,1,0,0
74008,5.08e-05,0.00015,5.92e-06,0,0,2,19,826022813,0,34.0,1,0,1,0,0
74010,2.45e-05,0.00013,1.77e-06,1,6,3,25,815303381,0,30.0,0,1,0,0,1
74013,8.23e-05,0.000264,8.87e-06,0,0,2,24,421414322,1,43.0,0,1,1,0,0
74014,0.0,0.0,0.0,0,0,1,2,1229421980,1,25.0,1,0,0,0,1
74018,5.81e-05,0.0004,1.12e-05,0,0,2,8,565971805,1,29.0,0,1,0,0,1
74020,1.29e-05,5.1e-05,5.32e-06,1,1,2,10,576907442,0,27.0,0,1,0,0,1
74021,2.23e-05,6.04e-05,1.18e-06,1,7,3,22,680429117,0,23.0,1,0,0,0,1
74022,4.88e-05,0.00074,5.92e-06,1,1,2,2,908021322,0,30.0,1,0,0,0,1
74023,1.18e-06,8.4e-06,5.92e-07,1,2,2,12,1208683926,1,26.0,1,0,0,0,1
74024,1.31e-07,2e-06,5.92e-06,0,0,1,1,1334468908,1,21.0,0,1,0,0,1
74028,0.0,0.0,0.0,0,0,1,1,1830329408,1,23.0,0,1,0,0,1
74031,0.000112644,0.00036,5.92e-07,1,8,3,41,1012371100,0,23.0,0,1,0,0,1
74033,2.45e-06,2e-05,1.18e-05,2,3,2,4,353441479,0,49.0,0,1,1,0,0
74036,1.24e-05,0.00013,6.57e-07,1,1,4,19,1648508935,0,20.0,0,1,0,0,1
74039,8.56e-07,4.62e-06,1.18e-06,2,3,2,5,1492624441,1,35.0,0,1,1,0,0
74042,4.39e-05,0.00017,1.18e-06,1,7,4,41,1406002034,0,24.0,1,0,0,0,1
74043,0.0,0.0,0.0,0,0,1,1,1879781099,1,24.0,1,0,0,0,1
74044,3.05e-05,9e-05,2.96e-06,0,0,1,39,645514409,0,36.0,1,0,1,0,0
74045,1.77e-05,6.45e-05,1.18e-06,2,8,3,38,1196804907,0,32.0,0,1,0,0,1
74046,2.58e-05,0.00014,2.96e-06,1,4,3,21,125924780,0,22.0,1,0,0,0,1
74047,7.23e-05,0.000212,1.18e-05,2,5,4,23,438929288,0,24.0,1,0,1,0,0
74050,0.0,0.0,0.0,0,0,1,1,1004176440,1,22.0,0,1,0,0,1
74056,0.0,0.0,0.0,0,0,1,1,759872577,1,30.0,1,0,0,0,1
74059,2.53e-05,0.0001056,5.92e-07,1,11,3,31,1636353978,0,22.0,0,1,0,0,1
74062,0.0,0.0,0.0,0,0,1,1,1330722821,1,23.0,1,0,0,0,1
74066,8.21e-05,0.00034,1.77e-06,1,6,2,17,668043619,0,24.0,1,0,0,0,1
74069,1.12e-05,2e-05,1.77e-06,1,6,3,21,451138811,0,25.0,0,1,0,0,1
74071,1.63e-05,0.00022,5.92e-06,0,0,2,3,1791486495,0,51.0,0,1,1,0,0
74074,2.65e-05,9.72e-05,3.74e-06,0,0,2,19,915751093,0,27.0,1,0,1,0,0
74075,3.1e-05,0.00012,2.96e-06,1,5,3,48,1961349461,1,27.0,0,1,0,0,1
74077,0.0,0.0,0.0,0,0,1,2,1987440002,1,37.0,0,1,0,0,1
74078,7.04e-05,0.00024,5.92e-07,2,5,3,31,352917428,0,27.0,0,1,0,0,1
74079,8.52e-05,0.0003,1.18e-06,2,6,2,16,1179392962,0,39.0,0,1,1,0,0
74080,9.47e-07,5.44e-06,1.09e-05,1,3,1,3,953098044,0,37.0,0,1,1,0,0
74082,0.0,0.0,0.0,0,0,1,2,536962178,1,27.0,0,1,0,0,1
74084,0.0,0.0,0.0,0,0,1,1,841495882,1,20.0,1,0,0,0,1
74085,0.0,0.0,0.0,0,0,1,1,242221398,1,20.0,0,1,0,0,1
74086,1.46e-05,0.0001,6.03e-07,1,6,3,19,898084756,0,30.0,0,1,1,0,0
74087,0.0,0.0,0.0,0,0,1,2,629657630,1,19.0,1,0,0,0,1
74088,9.98e-05,0.00022,1.18e-06,1,4,3,32,661993189,0,32.0,0,1,0,0,1
74089,1.8e-05,8e-05,1.18e-05,0,0,1,8,249751320,0,26.0,0,1,0,0,1
74090,3.94e-08,6e-07,1.77e-06,1,1,2,3,623863027,1,19.0,0,1,0,0,1
74091,9.78e-06,6.68e-05,5.92e-06,1,1,2,4,1870483031,1,43.0,1,0,1,0,0
74092,2.33e-05,0.0001,5.92e-06,1,1,4,17,1543854676,0,31.0,1,0,1,0,0
74094,0.0,0.0,0.0,0,0,1,1,18439382,1,32.0,0,1,0,0,1
74096,5.92e-06,2e-05,1.18e-06,1,1,3,13,1657416171,0,24.0,0,1,0,0,1
74097,4.68e-05,6e-05,1.77e-06,2,6,3,47,550069883,0,47.0,0,1,1,0,0
74098,1.77e-05,2.4e-05,8.87e-07,1,4,4,57,405093114,0,21.0,0,1,0,0,1
74099,1.95e-06,1.8e-05,1.18e-06,1,4,3,8,197260639,0,22.0,0,1,0,0,1
74100,7.24e-06,6e-05,2.96e-06,2,4,2,8,1884437174,0,44.0,0,1,1,0,0
74104,5.95e-05,0.0002,5.92e-07,2,8,3,40,121477969,0,33.0,0,1,0,0,1
74105,2.36e-05,0.000214,5.92e-07,2,2,2,9,309268073,1,31.0,0,1,1,0,0
74106,1.53e-05,4e-05,1.18e-06,1,4,3,27,775608493,0,23.0,0,1,0,0,1
74110,2.17e-05,0.00016,5.92e-07,1,7,2,11,1894927556,0,34.0,0,1,1,0,0
74115,2.39e-05,8e-05,5.92e-07,1,3,3,61,410718361,1,28.0,0,1,0,0,1
